component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
14,14-methylpentadecanoic acid,0.041134599517778626,0.07148815508282223,0.5380181911408557,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
14,cholesteryl stearate,0.041116003645424115,0.0714558371650021,0.5377749672435977,lipid,sterol,unavailable,unavailable,unavailable
14,horseradish peroxidase,0.04007395368803479,0.06964485006822244,0.5241455205071418,protein/peptide,protein,unavailable,unavailable,unavailable
14,keratin,0.04000453166074221,0.06952420096232531,0.5232375181444799,protein/peptide,protein,unavailable,unavailable,unavailable
14,glycerol,0.03752801926152201,0.06522024992024777,0.49084608278383,carbohydrate,polyol,unavailable,unavailable,unavailable
14,α-linolenic acid,0.03693626889059324,0.06419184213742762,0.48310630974832436,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
14,15-methylpalmiticacid,0.03663400573092861,0.06366653653369639,0.47915287200205436,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
14,arachidonic acid,0.03578515695133309,0.06219131533526558,0.46805039160103046,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
14,tubulin,0.0354653824519229,0.0616355766317567,0.46386791505421776,protein/peptide,protein,unavailable,unavailable,unavailable
14,(+)-raffinose pentahydrate,0.035237647981557416,0.0612397950433604,0.46088927203245933,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
14,lactalbumin,0.03521499417101339,0.06120042480175422,0.4605929725105429,protein/peptide,protein,unavailable,unavailable,unavailable
14,cholesterol,0.03462071036140406,0.06016761413524463,0.45282006347487525,lipid,lipid,unavailable,unavailable,unavailable
14,n-acetyl- d-glucosamine,0.032842804424129596,0.05707777694571239,0.4295660207078472,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,isoleucine,0.032471877002458356,0.05643313916253805,0.4247144917567547,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,insulin,0.03177579488664093,0.05522341239166168,0.41561011623765604,protein/peptide,protein,unavailable,unavailable,unavailable
14,coenzyme a,0.03112624730897038,0.05409455837313369,0.4071143871702758,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,proline,0.03098443455421168,0.053848100833161036,0.4052595534611741,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,pyruvate,0.030740484426205028,0.053424137921455124,0.4020688184561574,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,cysteine,0.030239758195954026,0.05255392173309162,0.39551959167834505,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,superoxide dismutases,0.027940161228809036,0.048557433459413483,0.36544211395593257,protein/peptide,protein,unavailable,unavailable,unavailable
14,13-methylmyristicacid,0.0272701068014465,0.047392940420007044,0.3566781664469821,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
14,pepsin,0.026263992384059003,0.04564440599048928,0.3435187370306436,protein/peptide,protein,unavailable,unavailable,unavailable
14,histidine,0.025376945496046292,0.04410279998874421,0.3319166461450995,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
14,cholesteryl palmitate,0.024956728843885913,0.04337250205099373,0.32642044086455757,lipid,sterol,unavailable,unavailable,unavailable
14,ergothioneine,0.023634905826373967,0.04107529507740701,0.30913171465287403,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,riboflavin,0.02200409712270554,0.038241099366619145,0.2878016237043714,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,tripetroselinin,0.020621929494818125,0.035839019003829506,0.2697236228066592,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,tricaprylin,0.018940282272754745,0.03291647061841238,0.24772859168546052,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,n-acetylglucosamine,0.017980346725883996,0.031248190823575668,0.235173156781664,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,(+)-mannose,0.01744760061500115,0.03032232702421857,0.22820512737880982,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,linoleic acid,0.014978764736532504,0.026031717069994482,0.19591409673480764,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
14,tricaprin,0.014734568245399102,0.025607326001806725,0.19272013943407465,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,cytochrome c,0.014575961896610113,0.025331682738172982,0.19064565464804856,protein/peptide,protein,unavailable,unavailable,unavailable
14,trilinolenin,0.014074710640724125,0.02446055410348798,0.1840895608204594,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,(+)-maltose,0.013820884790612937,0.024019428094009383,0.18076965674110673,carbohydrate,saccharide,disaccharide,unavailable,unavailable
14,trilinolein,0.011554486477911702,0.02008063603192048,0.1511263993641341,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,stearate,0.0110458201051547,0.019196620605312215,0.1444733198404932,lipid,lipid,unavailable,unavailable,unavailable
14,triolein,0.010997446267476077,0.0191125513193471,0.14384061635118012,lipid,lipid,unavailable,unavailable,unavailable
14,arginine,0.010725989048429458,0.018640783610385476,0.1402901035547576,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,methionine,0.010618926719717802,0.018454719118493217,0.13888978651975456,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,tripalmitin,0.010281077129549468,0.017867567567736463,0.13447089761574357,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,hemoglobin,0.009909575410618791,0.017221931708683726,0.12961185716882215,protein/peptide,protein,unavailable,unavailable,unavailable
14,acetyl-coa,0.008527007045733004,0.014819154901805102,0.11152861484910719,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,riboﬂavin,0.0073577730830433246,0.01278713368772385,0.09623567049079712,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,glucose oxidase,0.00732325493573051,0.012727144318744978,0.09578419189622013,protein/peptide,protein,unavailable,unavailable,unavailable
14,myoglobin,0.007212533727301492,0.012534721030031296,0.09433601870435125,protein/peptide,protein,unavailable,unavailable,unavailable
14,cholesteryl linoleate,0.006963521046717181,0.012101959867022852,0.09107906826482642,lipid,sterol,unavailable,unavailable,unavailable
14,trypsinogen,0.006951590382844004,0.012081225469235944,0.09092302166971172,protein/peptide,protein,unavailable,unavailable,unavailable
14,glucose,0.0069408008874705185,0.012062474317466697,0.09078190093796237,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,phenylalanine,0.006474930389665146,0.011252834190030236,0.08468856818467264,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
14,trypsin,0.006235849801333828,0.010837334090933985,0.08156152411036939,protein/peptide,protein,unavailable,unavailable,unavailable
14,uracil,0.005966465586014267,0.010369169072011027,0.0780381250753189,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
14,trilaurin,0.005281641701829374,0.00917900807346111,0.06908100110332142,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,oleate,0.005176795099023085,0.008996794309642077,0.067709664558165,lipid,lipid,unavailable,unavailable,unavailable
14,serine,0.00453695189036406,0.007884805592952678,0.05934086335985254,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,α-phosphatidylcholine,0.003986091272657022,0.006927460444845919,0.052135906059092116,lipid,phospholipid,unavailable,unavailable,unavailable
14,major proteinase,0.0037954759528934273,0.006596188530200633,0.04964276134040778,protein/peptide,protein,unavailable,unavailable,unavailable
14,glycine,0.0031234590444133405,0.005428284878897562,0.04085314564571118,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,malic acid,0.00298246746441017,0.005183254465211815,0.039009052455825824,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,trimyristin,0.0028140529547588515,0.004890565519037748,0.03680628225976948,lipid,triglyceride,triacylglycerol,unavailable,unavailable
14,(-)-fructose,0.0017067848929236207,0.0029662353480700925,0.022323818185234028,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,lectin,0.001695647116318635,0.002946878915515768,0.022178142124385174,protein/peptide,protein,unavailable,unavailable,unavailable
14,lauric acid,0.0016353951413832547,0.0028421665181976624,0.02139007905953421,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
14,thymine,0.0013593041814442012,0.0023623457932491244,0.01777895945224227,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
14,diethylstilbestrol,0.0009184144449063454,0.00159611993400816,0.012012361470848444,lipid,sterol,unavailable,unavailable,unavailable
15,guanine,0.6622229591411244,0.99999999999849,15.652005512480738,nucleic,purine,purine base/derivative,unavailable,unavailable
15,xanthine,0.5815759781106783,0.8782177816125251,13.745869558978605,nucleic,purine,purine base/derivative,unavailable,unavailable
15,cysteine,0.2169602311628028,0.327624145565511,5.127974932420914,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
15,(+)-galactose,0.15062908418338367,0.22745977333452144,3.560201626104925,carbohydrate,saccharide,disaccharide,unavailable,unavailable
15,methionine,0.11639000021928857,0.17575651615894713,2.7509419597784044,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
15,tyrosine,0.11216179618739965,0.16937165140378016,2.651006021433936,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
15,histidine,0.08512807272417745,0.12854896005788816,2.0120490314527704,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
15,papain,0.07611199956081012,0.11493409962621846,1.7989491609242982,protein/peptide,protein,unavailable,unavailable,unavailable
15,phosphatidylinositol,0.07151037577708076,0.10798534661153815,1.6901872404334906,lipid,lipid,unavailable,unavailable,unavailable
15,glutathione,0.0652118378444998,0.09847414219672837,1.541317816502332,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
15,proline,0.06363682835017802,0.096095774801611,1.504091596923194,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
15,(+)-dextrose,0.06348681194713304,0.09586924021688545,1.5005458763542971,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
15,ethinylestradiol,0.06237967885971864,0.0941973968110805,1.474378174150594,lipid,sterol,unavailable,unavailable,unavailable
15,gluth,0.062276197271669824,0.09404113284194408,1.4719323296442648,unassigned,unknown,unavailable,unavailable,unavailable
15,(+)-sucrose,0.062091385515955784,0.09376205499789975,1.4675642016908652,carbohydrate,saccharide,disaccharide,unavailable,unavailable
15,hydroxyproline,0.05897742840682127,0.08905977600538569,1.3939641049787013,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
15,trypsinogen,0.05853142737049837,0.08838628525704215,1.3834226240730079,protein/peptide,protein,unavailable,unavailable,unavailable
15,β-d-glucose,0.052069940642249665,0.07862901749843222,1.230701815328264,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
15,trypsin,0.05153122119888514,0.07781551588854783,1.2179688836459224,protein/peptide,protein,unavailable,unavailable,unavailable
15,(+)-raffinose pentahydrate,0.04948483764562068,0.07472534282068041,1.169601477753069,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
15,(+)-galactosamine,0.04879698334818563,0.0736866378227049,1.1533436613988903,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
15,carbonic anhydrase,0.04811049868038205,0.07265000105509285,1.137118216997762,protein/peptide,protein,unavailable,unavailable,unavailable
15,glucose,0.046680223774864374,0.07049019235958867,1.1033128793897755,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
15,riboﬂavin,0.042792287568821155,0.06461915428642999,1.0114193591045728,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
15,(+)-glucose,0.042434674042348984,0.06407913446148245,1.0029669658276323,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
15,acetoacetate,0.04199349629523823,0.06341292719545488,0.9925394860272985,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
15,lactose,0.0413501309787534,0.06244140346979264,0.9773331913177041,carbohydrate,saccharide,disaccharide,unavailable,unavailable
15,chitin,0.04104424078758798,0.061979489265607264,0.9701033076474905,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
15,horseradish peroxidase,0.04062024469898687,0.06133922742818868,0.9600819258387688,protein/peptide,protein,unavailable,unavailable,unavailable
15,major proteinase,0.03914448709589682,0.05911073688324923,0.9252015795448125,protein/peptide,protein,unavailable,unavailable,unavailable
15,myoglobin,0.038804904593028336,0.058597945083779766,0.9171753594727494,protein/peptide,protein,unavailable,unavailable,unavailable
15,elastase,0.03678741434526265,0.05555140279781125,0.8694908628186925,protein/peptide,protein,unavailable,unavailable,unavailable
15,hypoxanthine,0.0367632090870441,0.05551485127406174,0.8689187581674749,nucleic,purine,purine base/derivative,unavailable,unavailable
15,cholesterol,0.03557519930576232,0.0537208787684561,0.840839490620454,lipid,lipid,unavailable,unavailable,unavailable
15,(+)-maltose,0.03504814337818532,0.05292498983059781,0.8283822325777548,carbohydrate,saccharide,disaccharide,unavailable,unavailable
15,lectin,0.034743145851521086,0.05246442360821956,0.8211734475262171,protein/peptide,protein,unavailable,unavailable,unavailable
15,α-chymotrypsinogen a (type ii),0.034382798111085335,0.05192027494127729,0.8126564295916148,protein/peptide,protein,unavailable,unavailable,unavailable
15,thaumatin,0.0335313046810719,0.05063446414559527,0.7925309119295622,protein/peptide,protein,unavailable,unavailable,unavailable
15,estrone,0.033185840954806124,0.05011279131396572,0.7843656858931727,lipid,sterol,unavailable,unavailable,unavailable
15,pepsinogen,0.03186541202061769,0.04811885722279651,0.753156618506622,protein/peptide,protein,unavailable,unavailable,unavailable
15,insulin,0.031544844442018286,0.04763477920319012,0.7455798266752605,protein/peptide,protein,unavailable,unavailable,unavailable
15,trypsin inhibitor,0.02799634587165732,0.0422763141705705,0.6617091024461362,protein/peptide,protein,unavailable,unavailable,unavailable
15,(+)-lactose,0.027411266821083233,0.04139280652031925,0.6478804358340639,carbohydrate,saccharide,disaccharide,unavailable,unavailable
